uid,latitude,longitude,date,split
duiw,35.94,-76.58,02/08/2017,test
dujg,35.68707898,-79.1987188,12/07/2021,train
dujm,35.66376451,-79.24202289,07/11/2018,train
dujz,44.09,-86.766667,02/08/2019,train
dulb,35.67779045,-79.21597123,06/12/2018,train
dulj,35.67850905,-79.21463652,11/07/2018,train
dulv,37.3865,-121.969,17/07/2018,train
dumj,35.69950804,-79.17563318,15/01/2014,train
dumy,35.976,-78.74719362,13/08/2015,train
dupy,36.9425,-121.445,19/01/2016,test
duqn,35.76,-79.08195595,24/09/2020,train
duqv,35.71869722,-79.13999134,01/06/2019,train
duse,36.03,-78.67734774,28/01/2020,train
duwq,37.5582,-121.164,08/07/2014,train
duwr,42.052142,-78.876608,01/09/2020,train
duxb,41.69942,-73.27969,02/07/2015,train
duxc,38.8121,-121.774,25/05/2021,train
duxo,39.03917524,-95.69083603,25/05/2017,test
duyl,36.7368,-121.734,24/04/2018,test
duys,35.86433763,-78.79243188,10/06/2015,train
dvad,38.1526,-121.501,20/07/2021,train
dvav,35.06,-79.11725175,09/12/2020,test
dvcb,41.33056393,-85.38360833,07/06/2016,train
dvcx,34.9638,-120.642,25/08/2014,test
dvdj,46.993333,-85.1645,02/05/2019,test
dvdr,33.157503,-107.187781,09/06/2020,test
dvem,37.2764,-120.954,11/08/2015,train
dvey,43.633333,-82.216667,22/04/2014,train
dvfh,31.62067,-88.35121,16/08/2017,train
dvgh,35.063,-79.11700458,17/11/2020,test
dvgu,48.70163,-109.28,06/09/2017,train
dvhm,37.6106,-121.229,12/05/2020,train
dvjs,35.66339191,-79.24271497,19/02/2019,train
dvjz,38.72020003,-75.08008333,11/07/2018,train
dvmf,34.4395,-119.854,16/01/2019,test
dvmt,37.2606,-121.992,26/02/2014,train
dvns,39.07775,-96.9059,06/10/2014,train
dvom,35.64047667,-79.28527755,12/10/2021,train
dvow,35.0218,-120.227,27/08/2019,test
dvpi,44.822478,-93.367962,06/02/2013,train
dvqp,35.63786843,-79.29012207,07/07/2015,train
dvqs,35.639625,-79.28685944,18/10/2017,train
dvsd,38.5901,-121.731,18/09/2018,train
dvtf,44.37981,-104.77199,16/08/2021,train
dvua,39.44676,-87.34945,14/09/2017,train
dvyt,35.98,-78.79988873,17/12/2018,train
dvzt,35.86691534,-78.81306251,07/06/2016,train
dwaf,38.919722,-94.626667,03/09/2013,test
dwai,37.61016134,-97.62434449,08/08/2016,train
dwaz,35.91477366,-79.19609634,25/11/2014,train
dwbo,39.21155,-97.00559,12/09/2016,train
dwcq,34.21,-78.92814665,16/07/2019,test
dwdc,35.68771773,-79.19753239,17/03/2021,train
dwdp,37.6106,-121.229,02/03/2018,train
dwds,35.71087251,-79.1545249,25/05/2016,train
dweg,38.1602,-121.206,16/08/2016,train
dwej,38.0455,-121.469,09/04/2019,train
dwfm,36.9818,-120.221,13/08/2013,test
dwge,43.443333,-77.438333,17/08/2017,test
dwix,39.267492,-79.997219,27/08/2013,test
dwja,39.21067,-96.97298,26/06/2017,train
dwjh,35.66568,-79.04873637,23/09/2015,train
dwjw,36.37,-78.85183816,28/08/2019,test
dwkb,35.66469603,-79.24029271,09/05/2018,train
dwkc,40.70249154,-85.935575,13/08/2019,train
dwkx,35.90995987,-79.15756925,02/12/2021,train
dwlm,36.3386,-119.457,26/04/2018,test
dwlp,35.67970671,-79.21241199,20/09/2017,train
dwlr,37.2141,-120.561,08/03/2019,train
dwlu,37.1366,-120.762,08/07/2014,train
dwmf,35.8685924,-78.82648485,21/03/2017,train
dwmi,39.16522,-96.91105,11/08/2014,train
dwms,38.3677,-121.521,14/03/2017,train
dwna,41.726667,-83.15,11/08/2018,test
dwnb,35.66610661,-79.23767271,20/07/2017,train
dwod,41.316701,-80.765996,09/08/2018,test
dwog,34.95,-79.08556462,25/05/2021,test
dwox,35.49,-79.06351711,30/08/2021,train
dwpm,38.36472,-97.10194,07/07/2014,train
dwqg,38.3068,-121.693,24/03/2021,train
dwsl,41.935,-81.478333,12/08/2018,test
dwtf,35.88648104,-78.96965648,09/08/2018,train
dwtl,38.1156,-121.494,18/08/2020,train
dwua,35.91185433,-79.17273152,04/09/2013,train
dwvc,39.14365,-95.40445,05/09/2017,test
dwvz,35.70951516,-79.15704603,24/08/2016,train
dwwk,36.5,-79.06386314,13/06/2017,test
dwxu,43.731667,-77.016667,12/08/2013,test
dwyf,37.8817,-121.249,22/08/2017,train
dwza,38.07833,-122.7434,07/08/2017,train
dxas,37.9718,-121.374,19/04/2016,train
dxbt,35.3575,-120.812,24/09/2019,test
dxbz,37.2486,-120.851,12/06/2018,train
dxce,35.39,-80.08,19/08/2021,test
dxcr,36.13,-79.06752125,24/06/2020,train
dxdm,38.36472,-97.10194,28/06/2021,train
dxee,36.03,-79.09105179,15/08/2018,train
dxef,36.7518,-121.742,27/04/2016,test
dxen,36.84907,-107.60725,06/09/2018,train
dxfa,41.978464,-78.943886,02/09/2020,train
dxfb,41.5123,-72.7284,31/08/2021,test
dxga,40.77949407,-85.63747222,30/08/2016,train
dxgk,35.65426307,-79.25967079,10/09/2014,train
dxhu,34.989,-79.878,01/06/2016,test
dxhz,37.4125,-120.759,15/06/2021,train
dxju,35.66568,-79.04824203,25/07/2015,train
dxjy,44.74,-82.06,09/08/2017,train
dxkl,35.79,-79.03148394,09/01/2020,train
dxky,38.814,-86.08063972,13/07/2020,train
dxkz,35.68463043,-79.20326672,10/06/2015,train
dxla,47.90445,-98.97187,26/07/2017,train
dxly,34.95,-79.08551519,25/05/2021,test
dxml,37.9286,-121.561,19/05/2020,train
dxnw,39.1766,-122.189,24/11/2018,train
dxnz,38.2399,-121.565,20/02/2018,train
dxqb,35.7,-79.0389979,10/06/2020,train
dxqi,39.66169,-84.64621,02/08/2017,train
dxqv,31.22256,-85.64838,17/08/2017,train
dxqy,35.72226359,-79.1333672,21/05/2018,train
dxsf,37.74668,-97.77936,11/07/2016,train
dxsk,35.63866687,-79.28863906,22/04/2015,train
dxsp,38.1297,-121.562,15/06/2021,train
dxtp,37.8717,-121.526,17/03/2015,train
dxvm,35.90877972,-79.1481239,24/05/2021,train
dxvp,33.6741,-117.538,03/06/2019,test
dxvy,41.80521,-77.19252,28/10/2020,test
dxwk,43.37318,-86.14407,20/06/2017,train
dxxi,35.64122188,-79.2838934,17/06/2021,train
dxxk,37.4583,-120.967,11/09/2018,train
dybu,35.87089059,-78.84487843,11/07/2018,train
dydd,39.08031907,-86.43086667,16/05/2016,train
dydj,42.253333,-81.106667,12/08/2015,test
dyeo,35.65436,-79.00843213,22/06/2016,train
dygn,41.309434,-80.461686,18/10/2016,test
dygr,37.4583,-120.967,09/07/2019,train
dyhr,39.7533,-121.971,20/06/2018,test
dyig,37.515,-121.012,11/07/2017,train
dyir,43.516667,-79.08,27/04/2015,train
dyja,35.98,-78.81753663,28/01/2020,train
dyjg,37.4363,-120.036,14/05/2019,test
dyke,37.4419,-121.003,12/04/2016,train
dyki,35.0164,-120.586,17/01/2019,test
dykj,41.10862,-76.66263,26/08/2021,test
dyng,35.573,-78.93336645,24/06/2013,train
dynh,46.10494515,-68.76859317,26/07/2017,train
dynm,41.1844,-123.7053,22/08/2018,train
dyoh,37.2953,-120.85,09/01/2018,train
dyop,35.90868655,-79.14737821,24/05/2021,train
dypp,37.4419,-121.003,09/08/2016,train
dyqe,35.86635632,-78.8085884,06/04/2016,train
dyqt,36.8739,-121.745,24/04/2018,test
dyqu,41.372832,-72.322231,09/07/2019,test
dyrb,41.28985,-80.182,10/09/2020,test
dyrm,38.0739,-121.212,17/07/2018,train
dysm,37.3711,-122.118,26/02/2014,train
dyso,41.264992,-80.461386,01/07/2015,test
dysr,36.04,-79.08813519,03/05/2018,train
dytc,35.62476,-78.70642947,25/05/2016,train
dytu,43.6,-86.916667,16/04/2015,train
dyug,37.2486,-120.851,11/09/2018,train
dyul,35.51,-79.09263367,24/06/2017,train
dyuy,35.3575,-120.812,17/09/2013,test
dyvc,44.74,-82.06,08/08/2016,train
dywk,39.5984,-91.64976,25/09/2017,train
dywm,37.8817,-121.249,15/04/2014,train
dyxo,41.935,-81.478333,21/04/2019,test
dyya,37.8189,-121.358,17/11/2020,train
dyyf,35.62623781,-79.31172468,06/04/2016,train
dyza,35.68827664,-79.19649428,24/09/2020,train
dzaf,37.7705,-121.292,16/07/2013,train
dzai,41.353881,-80.754718,10/10/2018,test
dzan,37.4788,-121.068,05/12/2019,train
dzbf,35.64646497,-79.27415493,09/08/2018,train
dzbg,35.96,-78.58,27/08/2020,train
dzbx,35.9100841,-79.1585635,12/02/2013,train
dzch,35.65588657,-79.25665533,15/01/2014,train
dzcn,42.416667,-79.8,26/04/2015,test
dzcy,35.79,-79.02767753,07/11/2018,train
dzdx,40.419767,-76.601793,21/06/2018,train
dzel,39.81221,-77.18453,10/09/2020,train
dzeo,38.78199034,-85.69828611,22/08/2016,train
dzfg,35.86564201,-78.80287148,09/09/2015,train
dzfk,35.63467466,-79.29605414,20/05/2015,train
dzgd,37.6667,-120.898,29/01/2021,train
dzhr,37.9674,-121.464,17/09/2019,train
dzhv,38.5901,-121.731,02/12/2014,train
dzjc,38.48312168,-75.12969166,23/08/2016,train
dzkj,35.90045653,-79.08150932,21/06/2017,train
dzlb,35.61,-79.00370946,13/09/2021,train
dzlh,34.94,-79.10380573,24/08/2021,test
dznb,35.72343464,-79.13119211,19/09/2013,train
dznd,35.44,-78.87644579,17/09/2019,train
dzob,41.512172,-73.476168,04/06/2015,train
dzon,37.6939,-122.072,07/07/2015,train
dzop,35.13,-78.72233743,02/08/2019,test
dzpg,35.88,-79.12367815,12/08/2014,train
dzpm,40.4784,-75.26642,12/08/2021,train
dzpr,35.91039467,-79.16104912,23/04/2013,train
dzry,39.25322842,-96.58069682,11/10/2021,train
dzsc,35.063,-79.11705401,09/12/2020,test
dzsu,38.307,-121.794,18/05/2016,train
dztm,39.21155,-97.00559,25/07/2016,train
dzto,38.0739,-121.212,20/07/2021,train
dzuo,36.35,-79.11334647,10/09/2019,test
dzuw,37.7261,-122.163,09/02/2014,train
dzwu,40.40586,-76.08,16/07/2019,train
dzxc,47.513167,-90.148667,26/08/2017,test
dzxy,38.927118,-80.497177,27/07/2016,train
dzzz,41.840833,-82.916667,04/04/2016,test
eaam,35.67121663,-79.2281814,22/04/2015,train
eabd,35.98,-78.80411428,17/04/2019,train
eacb,35.90499081,-79.11779935,22/08/2019,train
eacl,38.76866665,-75.31788333,28/06/2017,train
eacq,35.70538988,-79.16470829,31/08/2016,train
eacr,35.66613322,-79.23762328,21/06/2017,train
eadl,37.2764,-120.954,14/06/2016,train
eadu,37.9792,-121.57,18/02/2020,train
eaes,35.67,-79.04977448,09/07/2020,train
eaev,35.74,-79.02,04/09/2019,train
eafs,35.90759957,-79.13867855,24/09/2020,train
eahb,35.86526933,-78.79988873,06/08/2015,train
eahy,35.63227934,-79.30050319,07/06/2016,train
eaic,39.58638333,-84.99486667,13/06/2016,test
eaio,44.74,-82.06,11/08/2014,train
eaja,37.72797,-97.82922,07/06/2016,train
eake,43.716667,-78.026667,17/08/2014,test
ealo,38.2996,-121.383,15/05/2018,train
eamn,36.9818,-120.221,08/01/2013,test
eamv,35.65692454,-79.25472741,10/07/2013,train
eamy,35.13,-78.72358024,29/09/2019,test
eamz,36.055,-78.763,02/12/2013,train
eans,36.055,-78.763,14/05/2015,train
earb,35.66898099,-79.23233385,17/02/2016,train
easa,36.8686,-120.182,10/10/2017,test
eatf,41.70986917,-85.0363,02/08/2016,train
eath,35.72508475,-79.12812721,06/06/2018,train
eatn,48.437167,-87.0985,25/08/2017,test
eatw,40.77949407,-85.63747222,30/07/2018,train
eaty,33.6401,-117.553,20/04/2016,test
eatz,35.8879407,-78.98133889,11/06/2019,train
eaua,34.9638,-120.642,17/03/2020,test
eaxa,36.3247,-119.079,24/05/2017,test
eaxv,35.66349837,-79.24251723,15/01/2019,train
eayf,35.61133,-78.98307882,31/08/2016,train
eazl,38.5901,-121.731,19/03/2015,train
ebaa,36.7593,-121.755,15/12/2021,test
ebbg,34.4316,-119.847,29/05/2013,test
ebbq,48.0825,-89.252383,27/08/2014,test
ebbr,37.5582,-121.164,09/07/2019,train
ebfk,39.794631,-79.368053,05/09/2019,test
ebfx,37.5477,-121.085,10/03/2020,train
ebgx,35.65389047,-79.26036287,30/12/2014,train
ebhj,35.66357821,-79.24236893,06/12/2018,train
ebhq,37.9674,-121.464,06/01/2016,train
ebio,36.055,-78.763,09/08/2016,train
ebje,39.997102,-79.236605,25/08/2020,test
ebjt,38.814,-86.08063972,23/07/2018,train
ebjw,36.592,-79.06401145,17/07/2014,test
ebki,39.474744,-86.898353,28/06/2021,train
ebkt,34.21,-77.94,15/05/2019,test
ebll,44.09,-86.766667,30/03/2018,train
ebok,35.68836,-78.68927871,11/05/2016,train
ebot,35.90014597,-79.0790237,18/04/2017,train
ebpy,35.837,-79.001,22/06/2015,train
ebqs,35.38212,-103.49741,29/09/2016,test
ebrj,39.767323,-96.028617,14/09/2015,test
ebth,35.69894913,-79.17667129,10/06/2014,train
ebua,42.43,-81.205,03/04/2013,test
ebue,35.61133,-78.97611909,22/06/2016,train
ebuo,36.17,-79.0713771,31/05/2018,train
ebvt,35.79,-79.03276923,18/05/2020,train
ebwb,39.21155,-97.00559,13/10/2014,train
ebwj,37.8208,-121.5,11/02/2014,train
ebwl,35.87061108,-78.84264137,09/05/2018,train
ebwm,35.65668501,-79.25517231,07/08/2013,train
ebwy,35.43,-79.08605896,21/07/2021,train
ebxu,35.63643123,-79.2927915,09/05/2016,train
ebyh,35.87974174,-78.91571856,06/08/2015,train
ebyu,39.21067,-96.97298,19/06/2017,train
ecac,35.5621,-119.151,05/04/2017,test
ecbq,39.07775,-96.9059,22/08/2016,train
ecbs,35.6704448,-79.22961499,22/06/2015,train
ecbt,35.68407152,-79.20430483,23/07/2015,train
ecde,42.027378,-78.967089,26/10/2015,train
ecdk,41.840964,-79.009164,30/09/2015,train
ecdr,37.7705,-121.292,19/06/2018,train
ecee,39.1853,-121.704,18/03/2015,train
ecef,37.6003,-121.224,11/07/2017,train
ecej,35.6820488,-79.20806181,19/07/2016,train
ecem,36.5597,-121.51,15/12/2015,test
ecfy,36.42,-79.0775069,18/09/2019,test
ecgc,35.43,-79.08566349,19/05/2021,train
ecgw,39.93722,-77.44972,01/08/2017,train
echc,37.2583,-120.475,29/01/2021,train
eche,35.6398113,-79.2865134,20/09/2017,train
echj,37.9674,-121.464,18/04/2017,train
ecjp,35.7132146,-79.15017472,18/05/2021,train
ecjs,35.47727,-78.88961956,29/07/2016,train
eckg,38.8121,-121.724,09/06/2015,train
eclo,35.742,-79.22468095,03/03/2016,train
ecmk,38.76881669,-75.19656666,12/06/2019,train
ecms,35.72407339,-79.13000569,05/07/2018,train
ecny,35.976,-78.75340767,01/12/2015,train
ecoi,35.70461805,-79.16614187,29/09/2019,train
ecol,35.52,-79.08230199,18/09/2017,train
ecpz,35.84,-79,15/11/2017,train
ecqr,35.99,-76.61,17/05/2021,test
ecqt,39.07775,-96.9059,11/08/2014,train
ecrh,35.4265,-118.832,17/12/2019,test
ectd,35.88166725,-78.9311294,07/06/2016,train
ecur,35.86356122,-78.78621783,25/11/2014,train
ecuu,36.15,-79.10692007,23/09/2020,train
ecvl,40.2127,-79.4558,29/08/2019,test
ecwp,38.0455,-121.469,28/01/2021,train
ecxa,47.85615,-88.041917,15/05/2018,test
ecxf,34.446,-119.876,06/12/2019,test
ecxq,35.71204355,-79.15234981,22/06/2016,train
ecxt,35.79,-79.02995149,04/09/2019,train
ecyi,34.9414,-120.573,09/01/2018,test
ecyy,41.52798,-84.90757,02/08/2017,train
ecze,36.388,-78.85332953,30/07/2014,test
eczl,35.794,-79.01942207,19/07/2016,train
eczm,36.04,-79.0891733,03/05/2018,train
edaa,35.12,-78.72656298,12/08/2019,test
edbb,41.707665,-73.382964,28/08/2018,train
edbm,41.55644,-75.71394,26/07/2021,train
edbn,41.43916,-75.2215,20/08/2019,train
edbp,37.5477,-121.085,09/07/2019,train
edcn,35.5621,-119.151,02/05/2019,test
eder,35.62700964,-79.3102911,09/09/2015,train
edex,37.4788,-121.068,10/03/2020,train
edez,35.64196709,-79.28250925,19/11/2020,train
edfx,35.435,-78.8789314,23/07/2014,train
edgf,36.16902,-79.05471787,29/07/2015,train
edhl,35.86148042,-78.76956419,05/12/2013,train
edil,37.5394,-121.122,09/06/2020,train
edir,35.6914704,-79.19056221,09/08/2018,train
edjb,41.512172,-73.476168,31/07/2018,train
edko,40.87398,-109.1379,13/06/2017,test
edmb,35.976,-78.7655872,26/10/2016,train
edmh,35.72231682,-79.13326833,21/05/2018,train
edms,35.88461764,-78.95474277,20/09/2017,train
ednc,38.3011,-121.73,17/09/2019,train
ednf,40.717857,-79.510618,23/07/2013,test
edoh,40.073179,-76.894562,21/05/2018,train
edok,37.3032,-122.075,01/02/2016,train
edop,35.98,-78.81579669,10/12/2019,train
edqh,41.697709,-73.28029,24/07/2018,train
edra,45.77843,-69.12447,18/07/2017,train
edri,36.7723,-121.788,28/02/2014,test
edsg,35.3575,-120.812,30/05/2013,test
edss,37.1366,-120.762,13/07/2017,train
edtt,41.40169,-105.8285,15/08/2017,test
edua,39.701103,-79.394997,26/08/2014,test
edwb,35.70517696,-79.16510376,05/10/2016,train
edwc,40.38382,-76.0402,12/08/2019,train
edwe,35.79,-79.02219037,18/04/2017,train
edxa,34.2,-78.91596712,07/05/2018,test
edyf,41.992305,-78.929219,27/10/2014,train
edyh,35.04,-79.11962458,18/11/2021,test
edze,34.73,-77.44,16/12/2019,test
eeak,35.98,-78.78572071,24/01/2018,train
eebg,35.86387178,-78.78870345,11/02/2015,train
eeby,38.8121,-121.774,19/11/2013,train
eecb,37.6399,-121.78,14/10/2014,train
eedd,38.307,-121.794,19/02/2020,train
eeeb,37.78239812,-97.53105031,23/09/2013,train
eeee,36.21,-76.73,17/08/2017,test
eeet,38.76866665,-75.31788333,11/10/2017,train
eegy,38.1156,-121.494,21/07/2020,train
eehn,41.992305,-78.929219,17/10/2016,train
eeki,41.61917,-80.30083,26/06/2017,test
eelz,35.65436,-79.0139005,31/08/2016,train
eeme,41.5161,-123.9992,23/10/2018,train
eenf,35.98,-78.84264137,18/11/2021,train
eenu,38.1602,-121.206,09/02/2015,train
eeom,35.65700438,-79.2545791,10/07/2013,train
eepr,38.814,-86.08063972,12/06/2017,train
eeqt,35.5621,-119.151,05/02/2020,test
eeqv,41.321113,-80.483229,20/07/2016,test
eero,35.385281,-104.186115,13/07/2016,test
eesb,35.98,-78.77055843,28/03/2017,train
eetb,35.72327495,-79.13148871,21/05/2018,train
eets,34.965,-79.0839333,22/09/2016,test
eeud,40.11194,-75.86886,04/04/2019,train
eeup,36.3264,-119.354,16/12/2016,test
eevc,35.74,-79.08002803,23/08/2017,train
eewd,39.40948,-74.77998,06/09/2017,test
eeyx,35.64747633,-79.27227644,10/01/2018,train
efbx,35.64375027,-79.27919718,05/12/2019,train
efdp,37.9286,-121.561,21/05/2019,train
efdr,47.740833,-88.737,21/04/2017,test
efeb,35.71143141,-79.15348679,31/08/2016,train
efff,37.4555,-120.722,09/09/2014,train
efgc,42.027378,-78.967089,07/08/2015,train
efhw,38.37611,-97.07583,10/07/2017,train
efiw,37.2764,-120.954,04/12/2014,train
efkc,38.76881669,-75.19656666,27/06/2018,train
efkg,40.0481,-119.5655,24/08/2017,train
efkk,35.61,-78.9532514,16/07/2018,train
efkx,35.69620781,-79.18176298,09/09/2015,train
eflb,35.88803387,-78.98208458,11/06/2019,train
eflm,35.65,-78.68405891,15/06/2021,train
eflo,41.29095,-80.18321,21/09/2020,test
efmv,36.7962,-121.782,17/09/2019,test
efom,38.43742,-97.16167,16/08/2021,train
efoy,40.28315,-77.41489,29/11/2018,train
efpm,36.9893,-121.533,28/04/2020,test
efqy,35.90815859,-79.14315266,10/12/2020,train
efri,41.3225,-80.344141,21/07/2016,test
efrn,41.309091,-80.46173,20/07/2016,test
efsi,35.87964857,-78.91497287,23/07/2015,train
efsr,36.03,-78.72,31/01/2019,train
efvi,40.462401,-79.362817,19/07/2017,test
efxd,41.798303,-72.428591,14/08/2018,test
efxe,35.98,-78.83319602,20/04/2021,train
efxp,35.51,-79.09396839,27/10/2017,train
efyn,35.66749057,-79.23510215,18/10/2016,train
efzc,41.474157,-79.436492,12/09/2018,test
efzm,42.024803,-78.964352,15/06/2017,train
efzt,35.0164,-120.586,21/04/2014,test
efzw,37.4363,-120.036,13/08/2019,test
egab,35.069,-78.88365408,30/05/2013,test
egat,38.77786166,-75.31493832,30/07/2020,train
egbd,35.76,-79.08091784,17/06/2020,train
egbq,35.78,-79.11042987,24/07/2017,train
egct,45.3155,-92.56407,09/08/2017,test
egdc,37.2583,-120.475,22/09/2021,train
egdd,35.99,-76.61,27/04/2021,test
egdh,35.7079715,-79.1599132,22/06/2016,train
egdu,34.6721,-120.492,20/04/2016,test
egfb,41.840964,-79.009164,02/10/2016,train
egfe,35.70035971,-79.17405129,07/08/2013,train
eggj,38.37611,-97.07583,04/08/2014,train
eggo,35.71837785,-79.14058455,01/09/2019,train
egha,35.976,-78.76285302,09/08/2016,train
eghm,35.487,-79.06168805,13/07/2016,train
egiy,35.89135693,-79.0086807,19/11/2020,train
egjs,36.04,-76.61,24/09/2020,test
egki,37.2764,-120.954,10/03/2020,train
egkp,35.86977255,-78.8359302,15/11/2017,train
egle,38.51586531,-95.73903003,01/10/2018,test
egmo,33.4742,-117.138,08/02/2013,test
egmr,35.70714645,-79.16144565,31/08/2016,train
egoj,37.2953,-120.85,10/05/2016,train
egos,39.16654,-94.78202,05/06/2017,test
egox,35.72008119,-79.13742078,22/05/2013,train
egpf,41.702596,-85.022696,17/06/2019,train
egpk,37.3609,-120.549,07/01/2016,train
egqe,37.4542,-120.608,06/02/2019,train
egqx,35.61133,-78.97313635,25/05/2016,train
egra,36.3,-80.04,22/08/2019,test
egrf,35.4265,-118.832,20/07/2021,test
egrl,37.9286,-121.561,09/04/2019,train
egsc,40.06617,-75.7212,12/06/2019,train
egse,37.6003,-121.224,11/04/2017,train
egtj,39.845,-95.376,18/08/2014,test
eguo,37.9674,-121.464,08/12/2015,train
egvk,35.478,-79.05778278,15/09/2016,train
egwy,35.90185408,-79.0926946,21/02/2018,train
egxa,37.8208,-121.5,21/02/2013,train
egxi,36.42,-79.07656765,29/07/2019,test
egxl,36.7962,-121.782,29/12/2020,test
egxp,35.478,-79.05714013,14/06/2016,train
egxr,35.66485572,-79.23999611,11/04/2018,train
egyh,39.02235564,-86.48165556,17/05/2021,train
ehab,35.68225,-79.07802,24/08/2015,train
ehaq,41.102385,-76.660754,07/08/2018,test
ehbt,38.25605667,-86.77640306,21/06/2021,train
ehem,33.513,-117.269,09/01/2018,test
ehen,35.87480373,-78.87619722,24/09/2020,train
ehfr,35.62735563,-79.30964846,06/08/2015,train
ehhp,35.64915305,-79.2691621,24/01/2017,train
ehil,36.9425,-121.445,28/12/2020,test
ehis,36.9044,-121.75,29/12/2020,test
ehjs,35.70280826,-79.16950337,15/07/2014,train
ehkh,37.4972,-121.083,01/11/2016,train
ehki,37.6106,-121.229,13/06/2017,train
ehkp,36.59538,-105.4172,27/06/2017,train
ehln,35.72111916,-79.13549286,25/06/2018,train
ehlo,35.9107984,-79.16428042,15/05/2013,train
ehmb,35.69176316,-79.19001844,13/06/2018,train
ehmd,38.51613412,-95.70697032,19/10/2015,test
ehok,37.2141,-120.561,10/06/2014,train
ehou,35.69421171,-79.18547052,20/09/2016,train
ehqa,35.64607,-78.68107616,05/10/2016,train
ehqe,35.976,-78.71836044,11/09/2013,train
ehqy,37.9475,-121.743,20/08/2013,train
ehre,34.965,-79.08259859,16/05/2016,test
ehry,36.9767,-121.51,01/03/2018,test
ehrz,36.6291,-121.688,01/12/2018,test
ehsk,39.90295,-98.03965,17/06/2019,test
ehsm,36.7081,-121.6,12/01/2017,test
ehtb,35.79,-79.0242666,18/10/2017,train
ehua,37.2616,-120.906,12/08/2014,train
ehud,35.68699913,-79.19886711,12/07/2021,train
eiad,35.72447261,-79.12926418,20/07/2016,train
eiaj,36.06,-78.76,28/03/2017,train
eibm,38.2399,-121.565,20/05/2014,train
eicp,38.3103,-121.598,10/08/2021,train
eidd,40.59839,-79.9971,22/08/2019,test
eiec,36.3708,-119.429,22/05/2018,test
eieg,35.8665116,-78.80983121,09/05/2016,train
eiei,35.61,-78.95151147,11/06/2018,train
eiek,35.64718357,-79.27282021,22/03/2018,train
eiez,35.70943531,-79.15719433,31/08/2016,train
eigt,40.47027,-79.366941,19/07/2017,test
eihh,35.8,-79.04008544,20/09/2017,train
eijl,35.63422221,-79.29689452,07/07/2015,train
eikg,45.45,-82.915,07/08/2015,train
eilm,42.49864,-77.12653,10/09/2017,test
eimh,35.04,-79.12002005,04/08/2017,test
eimu,37.0062,-120.6,11/05/2021,test
einx,45.178333,-86.375,09/08/2014,train
eiqo,43.503333,-79.353333,09/04/2018,train
eiqs,42.51001915,-72.28161616,30/07/2017,train
eirs,37.5582,-121.164,08/09/2020,train
eito,35.7075989,-79.16060527,10/08/2016,train
eitw,35.8849282,-78.95722839,18/10/2017,train
eiuz,35.64931274,-79.2688655,13/12/2016,train
eiwo,41.24561,-109.59262,28/09/2021,test
eixq,35.86918247,-78.83120753,21/06/2017,train
eiyc,39.27623408,-94.89210787,14/10/2019,test
eiyg,40.740409,-80.319441,08/05/2019,test
eizo,35.67017865,-79.23010933,23/07/2015,train
ejaa,42.383333,-87,26/03/2016,train
ejay,35.66762364,-79.23485498,20/09/2016,train
ejbu,37.3772,-121.058,04/12/2014,train
ejbv,41.63864,-80.31198,02/09/2021,test
ejca,35.7048842,-79.16564753,13/08/2014,train
ejcn,35.88533194,-78.9604597,21/02/2018,train
ejdk,35.68,-79.10795818,08/06/2017,train
ejfp,44.847993,-93.476318,17/06/2013,train
ejgd,39.03917524,-95.69083603,01/08/2018,test
ejhc,33.1303,-117.192,06/05/2015,test
ejhf,35.65436,-79.01414906,15/09/2016,train
ejiz,41.70986917,-85.0363,30/08/2016,train
ejjc,37.5138,-121.16,08/09/2020,train
ejje,41.2266,-123.7719,26/09/2018,train
ejjk,39.03917524,-95.69083603,09/08/2016,test
ejko,35.5031,-77.04231,08/04/2015,test
ejla,37.515,-121.012,08/04/2014,train
ejle,34.9638,-120.642,27/09/2017,test
ejli,39.08031907,-86.43086667,06/08/2018,train
ejmw,35.66094336,-79.24726289,11/03/2020,train
ejok,37.9539,-122.374,08/02/2014,train
ejpn,41.4126,-76.58142,23/07/2020,test
ejqk,35.70145091,-79.1720245,23/04/2013,train
ejra,39.07775,-96.9059,14/09/2015,train
ejrv,34.9638,-120.642,17/01/2019,test
ejud,35.86806443,-78.8222593,21/11/2016,train
ejug,36.00756,-78.96617662,07/05/2013,train
ejuj,38.0739,-121.212,06/01/2016,train
ejvn,35.69509,-79.1838392,24/05/2016,train
ejwq,38.31806,-96.99139,26/06/2017,train
ejxn,41.33533,-75.8939,23/08/2019,train
ejxo,35.79,-79.03494432,10/12/2020,train
ejxr,41.40065,-85.37023,22/06/2017,train
ejyb,37.4806,-121.031,13/08/2013,train
ejzf,41.33893,-75.88477,16/04/2019,train
ejzo,35.1117,-118.615,20/07/2015,test
ejzr,41.946667,-83.045,10/08/2016,test
ekaf,37.1145,-120.89,10/04/2018,train
ekaz,36.35,-79.11359364,09/10/2019,test
ekbp,37.5582,-121.164,10/06/2014,train
ekbs,40.982514,-81.098109,05/04/2017,test
ekdh,48.0825,-89.252383,28/08/2015,test
ekfq,38.76881669,-75.19656666,14/09/2016,train
ekhg,41.40927,-72.52472,01/06/2021,test
ekih,35.66267331,-79.24404968,11/06/2019,train
